"","female","cg","sc","hsg","mw","so","we","ne","exp1","exp2","exp3","wage"
"1667587",1,1,0,0,0,0,0,1,5,0.25,0.125,10.1394230769231
"1667637",0,0,0,1,0,0,0,1,14,1.96,2.744,10.33125
"1667669",1,1,0,0,0,0,0,1,7,0.49,0.343,12.825
"1667677",0,1,0,0,0,0,0,1,12,1.44,1.728,9.975
"1667694",0,1,0,0,0,0,0,1,2,0.04,0.008,21.375
"1667695",1,1,0,0,0,0,0,1,2,0.04,0.008,23.15625
"1667696",1,1,0,0,0,0,0,1,4,0.16,0.064,10.6875
"1667697",0,1,0,0,0,0,0,1,11,1.21,1.331,46.3125
"1667702",1,1,0,0,0,0,0,1,10,1,1,23.15625
"1667710",0,1,0,0,0,0,0,1,15,2.25,3.375,20.52
"1667717",1,1,0,0,0,0,0,1,2,0.04,0.008,14.25
"1667718",1,1,0,0,0,0,0,1,2,0.04,0.008,22.8
"1667722",1,1,0,0,0,0,0,1,14,1.96,2.744,11.97
"1667727",0,1,0,0,0,0,0,1,27,7.29,19.683,21.7708333333333
"1667736",0,1,0,0,0,0,0,1,3,0.09,0.027,18.81
"1667739",1,0,1,0,0,0,0,1,20,4,8,19.59375
"1667740",0,1,0,0,0,0,0,1,5,0.25,0.125,32.953125
"1667745",0,1,0,0,0,0,0,1,11,1.21,1.331,17.8125
"1667791",1,0,1,0,0,0,0,1,22,4.84,10.648,10.8519230769231
"1667800",0,1,0,0,0,0,0,1,26,6.76,17.576,7.421875
"1667804",0,0,1,0,0,0,0,1,9.5,0.9025,0.857375,5.27784375
"1667815",0,1,0,0,0,0,0,1,4,0.16,0.064,17.8125
"1667819",0,0,0,1,0,0,0,1,27,7.29,19.683,5.34375
"1667824",0,0,1,0,0,0,0,1,13.5,1.8225,2.460375,8.015625
"1667836",1,0,0,1,0,0,0,1,10,1,1,10.6875
"1667874",0,1,0,0,0,0,0,1,11,1.21,1.331,25.3333333333333
"1667903",1,0,0,1,0,0,0,1,6,0.36,0.216,4.56638655462185
"1667924",1,0,0,1,0,0,0,1,12,1.44,1.728,9.633
"1667931",0,0,0,1,0,0,0,1,10,1,1,53.4375
"1667932",1,0,1,0,0,0,0,1,20.5,4.2025,8.615125,21.375
"1667972",0,0,1,0,0,0,0,1,11.5,1.3225,1.520875,31.2142857142857
"1668002",0,0,1,0,0,0,0,1,15,2.25,3.375,6.10714285714286
"1668024",1,0,0,1,0,0,0,1,6,0.36,0.216,11.75625
"1668046",1,0,1,0,0,0,0,1,7.5,0.5625,0.421875,9.61875
"1668070",0,0,0,1,0,0,0,1,26,6.76,17.576,13.5375
"1668071",1,0,1,0,0,0,0,1,28,7.84,21.952,13.18125
"1668127",1,0,1,0,0,0,0,1,5.5,0.3025,0.166375,8.90625
"1668136",1,0,1,0,0,0,0,1,25,6.25,15.625,25.4464285714286
"1668150",1,0,0,1,0,0,0,1,16,2.56,4.096,8.55
"1668159",1,1,0,0,0,0,0,1,6,0.36,0.216,16.2857142857143
"1668163",1,1,0,0,0,0,0,1,19,3.61,6.859,15.40745625
"1668164",1,1,0,0,0,0,0,1,6,0.36,0.216,24.58125
"1668169",1,1,0,0,0,0,0,1,4,0.16,0.064,12.1125
"1668172",0,0,1,0,0,0,0,1,6.5,0.4225,0.274625,17.8125
"1668173",1,1,0,0,0,0,0,1,4,0.16,0.064,16.1931818181818
"1668199",1,0,1,0,0,0,0,1,10,1,1,16.03125
"1668218",1,0,1,0,0,0,0,1,16.5,2.7225,4.492125,11.67075
"1668219",1,0,1,0,0,0,0,1,7.5,0.5625,0.421875,17.8125
"1668251",0,1,0,0,0,0,0,1,16,2.56,4.096,14.25
"1668257",1,0,1,0,0,0,0,1,5,0.25,0.125,5.5575
"1668259",0,1,0,0,0,0,0,1,2,0.04,0.008,25.65
"1668268",0,0,0,1,0,0,0,1,21,4.41,9.261,13.18125
"1668273",0,0,0,1,0,0,0,1,15,2.25,3.375,18.525
"1668274",1,0,1,0,0,0,0,1,16.5,2.7225,4.492125,20.748
"1668314",0,0,0,1,0,0,0,1,22,4.84,10.648,8.14285714285714
"1668342",1,0,1,0,0,0,0,1,10.5,1.1025,1.157625,11.75625
"1668343",0,1,0,0,0,0,0,1,8,0.64,0.512,12.825
"1668379",1,1,0,0,0,0,0,1,4,0.16,0.064,18.6906976744186
"1668381",0,0,0,1,0,0,0,1,8,0.64,0.512,22.0875
"1668382",1,0,1,0,0,0,0,1,21,4.41,9.261,11.856
"1668383",0,1,0,0,0,0,0,1,7,0.49,0.343,22.15875
"1668392",1,1,0,0,0,0,0,1,22,4.84,10.648,3.91875
"1668398",1,0,0,1,0,0,0,1,10,1,1,9.37575
"1668404",0,0,1,0,0,0,0,1,12,1.44,1.728,11.4
"1668405",0,1,0,0,0,0,0,1,14,1.96,2.744,19
"1668408",0,0,1,0,0,0,0,1,5.5,0.3025,0.166375,8.55
"1668414",0,0,1,0,0,0,0,1,24.5,6.0025,14.706125,19.1158536585366
"1668419",0,1,0,0,0,0,0,1,11,1.21,1.331,16.61585625
"1668421",0,0,0,1,0,0,0,1,6,0.36,0.216,16.03125
"1668424",1,0,0,1,0,0,0,1,13,1.69,2.197,10.33125
"1668441",0,0,1,0,0,0,0,1,6.5,0.4225,0.274625,11.875
"1668445",0,0,1,0,0,0,0,1,13.5,1.8225,2.460375,20.748
"1668452",1,0,0,1,0,0,0,1,21,4.41,9.261,15.675
"1668460",1,0,1,0,0,0,0,1,6.5,0.4225,0.274625,7.8375
"1668461",1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,6.85096153846154
"1668466",0,0,0,1,0,0,0,1,24,5.76,13.824,13.338
"1668472",1,1,0,0,0,0,0,1,17,2.89,4.913,17.8125
"1668482",0,0,1,0,0,0,0,1,11.5,1.3225,1.520875,19.95
"1668490",1,0,1,0,0,0,0,1,9.5,0.9025,0.857375,12.825
"1668493",0,1,0,0,0,0,0,1,10,1,1,25.9090909090909
"1668513",0,0,1,0,0,0,0,1,5.5,0.3025,0.166375,11.856
"1668514",0,0,0,1,0,0,0,1,8,0.64,0.512,10.6875
"1668539",0,1,0,0,0,0,0,1,10,1,1,23.1166666666667
"1668540",1,1,0,0,0,0,0,1,10,1,1,17.1
"1668543",1,0,0,1,0,0,0,1,12,1.44,1.728,23.15625
"1668549",1,0,1,0,0,0,0,1,21.5,4.6225,9.938375,14.535
"1668551",1,0,1,0,0,0,0,1,16,2.56,4.096,15.8333333333333
"1668565",1,0,1,0,0,0,0,1,17.5,3.0625,5.359375,11.4
"1668582",1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,10.6875
"1668583",0,1,0,0,0,0,0,1,2,0.04,0.008,11.25
"1668605",0,1,0,0,0,0,0,1,23,5.29,12.167,26.7194625
"1668614",0,1,0,0,0,0,0,1,15,2.25,3.375,25.65
"1668630",1,1,0,0,0,0,0,1,16,2.56,4.096,28.5
"1668631",0,1,0,0,0,0,0,1,23,5.29,12.167,44.53125
"1668640",0,1,0,0,0,0,0,1,8,0.64,0.512,20.6625
"1668641",1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,12.46875
"1668675",1,1,0,0,0,0,0,1,11,1.21,1.331,15.675
"1668676",1,0,0,1,0,0,0,1,12,1.44,1.728,8.19375
"1668697",1,0,1,0,0,0,0,1,11.5,1.3225,1.520875,6.05625
"1668714",0,0,0,1,0,0,0,1,7,0.49,0.343,11.2396875
"1668715",1,1,0,0,0,0,0,1,10,1,1,10.6875
"1668737",0,0,1,0,0,0,0,1,14,1.96,2.744,16.3875
"1668750",1,0,0,1,0,0,0,1,18,3.24,5.832,14.25
"1668757",1,0,0,1,0,0,0,1,21,4.41,9.261,5.7
"1668783",0,1,0,0,0,0,0,1,11,1.21,1.331,28.5
"1668807",1,1,0,0,0,0,0,1,3,0.09,0.027,13.5375
"1668808",0,1,0,0,0,0,0,1,4,0.16,0.064,12.1125
"1668813",0,1,0,0,0,0,0,1,8,0.64,0.512,14.25
"1668828",1,1,0,0,0,0,0,1,3,0.09,0.027,7.8375
"1668829",0,0,0,1,0,0,0,1,34,11.56,39.304,8.55
"1668844",0,0,0,1,0,0,0,1,28,7.84,21.952,15.675
"1668890",0,0,0,1,0,0,0,1,14,1.96,2.744,13.89375
"1668919",0,1,0,0,0,0,0,1,24,5.76,13.824,18.88125
"1668938",0,0,1,0,0,0,0,1,5,0.25,0.125,11.4
"1668941",0,0,1,0,0,0,0,1,24,5.76,13.824,16.03125
"1668962",1,0,0,1,0,0,0,1,19,3.61,6.859,20.6625
"1668968",0,0,1,0,0,0,0,1,9,0.81,0.729,11.75625
"1668988",1,1,0,0,0,0,0,1,3,0.09,0.027,12.6666666666667
"1668992",1,0,1,0,0,0,0,1,12,1.44,1.728,8.90625
"1668993",0,0,1,0,0,0,0,1,14.5,2.1025,3.048625,26.71875
"1669007",1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,8.90625
"1669008",0,0,0,1,0,0,0,1,11,1.21,1.331,8.9069625
"1669039",1,0,0,1,0,0,0,1,9,0.81,0.729,4.275
"1669041",0,0,0,1,0,0,0,1,9,0.81,0.729,8.90625
"1669049",1,0,0,1,0,0,0,1,32,10.24,32.768,0.211714285714286
"1669050",1,1,0,0,0,0,0,1,7,0.49,0.343,19.59375
"1669051",1,1,0,0,0,0,0,1,7,0.49,0.343,14.25
"1669064",1,1,0,0,0,0,0,1,14,1.96,2.744,16.625
"1669070",0,0,0,1,0,0,0,1,30,9,27,9.9244125
"1669072",0,1,0,0,0,0,0,1,20,4,8,24.9375
"1669084",1,1,0,0,0,0,0,1,7,0.49,0.343,41.4545454545454
"1669097",1,0,1,0,0,0,0,1,7.5,0.5625,0.421875,8.90625
"1669103",1,1,0,0,0,0,0,1,19,3.61,6.859,14.25
"1669116",0,0,0,1,0,0,0,1,23,5.29,12.167,9.975
"1669121",1,0,1,0,0,0,0,1,26.5,7.0225,18.609625,21.375
"1669122",0,0,0,1,0,0,0,1,15,2.25,3.375,28.5
"1669129",0,0,1,0,0,0,0,1,29.5,8.7025,25.672375,25.65
"1669165",1,1,0,0,0,0,0,1,11,1.21,1.331,30
"1669169",0,0,0,1,0,0,0,1,15,2.25,3.375,4.85795454545454
"1669201",0,1,0,0,0,0,0,1,6,0.36,0.216,28.5
"1669212",0,1,0,0,0,0,0,1,7,0.49,0.343,14.25
"1669213",1,1,0,0,0,0,0,1,4,0.16,0.064,7.125
"1669366",0,0,0,1,0,0,0,1,14,1.96,2.744,11.4
"1669386",0,0,1,0,0,0,0,1,29.5,8.7025,25.672375,13.18125
"1669389",0,0,0,1,0,0,0,1,31,9.61,29.791,27.3125
"1669432",1,1,0,0,0,0,0,1,17,2.89,4.913,7.125
"1669433",1,1,0,0,0,0,0,1,6,0.36,0.216,19
"1669436",1,1,0,0,0,0,0,1,20,4,8,17.8125
"1669439",1,0,1,0,0,0,0,1,15.5,2.4025,3.723875,9.975
"1669444",0,0,1,0,0,0,0,1,11.5,1.3225,1.520875,9.77224285714286
"1669445",1,1,0,0,0,0,0,1,2,0.04,0.008,17.1
"1669457",0,0,0,1,0,0,0,1,22,4.84,10.648,8.90625
"1669509",1,0,0,1,0,0,0,1,13,1.69,2.197,17.8125
"1669517",0,1,0,0,0,0,0,1,11,1.21,1.331,31.35
"1669524",0,1,0,0,0,0,0,1,19,3.61,6.859,16.03125
"1669538",1,0,0,1,0,0,0,1,22,4.84,10.648,14.9625
"1669541",1,1,0,0,0,0,0,1,31,9.61,29.791,17.9705882352941
"1669576",0,1,0,0,0,0,0,1,6,0.36,0.216,14.9625
"1669577",1,0,1,0,0,0,0,1,8.5,0.7225,0.614125,14.9625
"1669580",0,1,0,0,0,0,0,1,3,0.09,0.027,21.375
"1669612",0,0,0,1,0,0,0,1,18,3.24,5.832,16.9642857142857
"1669631",0,0,0,1,0,0,0,1,6,0.36,0.216,11.0444625
"1669685",1,0,1,0,0,0,0,1,33.5,11.2225,37.595375,14.25
"1669694",0,1,0,0,0,0,0,1,24,5.76,13.824,19
"1669700",0,1,0,0,0,0,0,1,4,0.16,0.064,20.3571428571429
"1669704",1,1,0,0,0,0,0,1,3,0.09,0.027,7.125
"1669707",1,1,0,0,0,0,0,1,26,6.76,17.576,26.1734693877551
"1669708",1,1,0,0,0,0,0,1,31,9.61,29.791,37.05
"1669710",1,0,0,1,0,0,0,1,6,0.36,0.216,7.125
"1669713",1,1,0,0,0,0,0,1,4,0.16,0.064,23.75
"1669714",0,1,0,0,0,0,0,1,12,1.44,1.728,25.08
"1669715",0,1,0,0,0,0,0,1,7,0.49,0.343,23.86875
"1669717",0,0,0,1,0,0,0,1,18,3.24,5.832,7.125
"1669778",0,0,1,0,0,0,0,1,25,6.25,15.625,20.30625
"1669783",1,0,0,1,0,0,0,1,20,4,8,8.90625
"1669797",0,0,1,0,0,0,0,1,9,0.81,0.729,19.59375
"1669828",0,1,0,0,0,0,0,1,10,1,1,35.625
"1669830",0,0,1,0,0,0,0,1,19,3.61,6.859,29.355
"1669831",1,1,0,0,0,0,0,1,11,1.21,1.331,8.55
"1669855",0,1,0,0,0,0,0,1,8,0.64,0.512,17.1
"1669856",1,1,0,0,0,0,0,1,5,0.25,0.125,16.03125
"1669859",0,0,0,1,0,0,0,1,29,8.41,24.389,21.489
"1669865",1,0,0,1,0,0,0,1,23,5.29,12.167,4.07142857142857
"1669870",0,0,1,0,0,0,0,1,4.5,0.2025,0.091125,4.88571428571429
"1669891",1,0,1,0,0,0,0,1,25.5,6.5025,16.581375,20.5833333333333
"1669901",1,0,0,1,0,0,0,1,10,1,1,14.25
"1669905",0,1,0,0,0,0,0,1,7,0.49,0.343,21.375
"1669906",0,1,0,0,0,0,0,1,3,0.09,0.027,5.77702702702703
"1669918",0,1,0,0,0,0,0,1,2,0.04,0.008,14.9625
"1669958",0,0,0,1,0,0,0,1,14,1.96,2.744,11.75625
"1669959",1,0,0,1,0,0,0,1,21,4.41,9.261,10.6875
"1669964",0,1,0,0,0,0,0,1,5,0.25,0.125,14.25
"1670028",1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,12.825
"1670029",0,0,0,1,0,0,0,1,9,0.81,0.729,19
"1670040",1,1,0,0,0,0,0,1,23,5.29,12.167,18.525
"1670041",0,1,0,0,0,0,0,1,12,1.44,1.728,17.349375
"1670079",1,0,1,0,0,0,0,1,17.5,3.0625,5.359375,20.30625
"1670080",1,0,0,1,0,0,0,1,21,4.41,9.261,15.8785714285714
"1670092",1,0,0,1,0,0,0,1,9,0.81,0.729,17.8125
"1670131",0,0,0,1,0,0,0,1,17,2.89,4.913,8.90625
"1670135",1,0,1,0,0,0,0,1,30.5,9.3025,28.372625,17.8125
"1670136",0,1,0,0,0,0,0,1,3,0.09,0.027,37.875
"1670137",1,1,0,0,0,0,0,1,22,4.84,10.648,39.1875
"1670173",0,0,0,1,0,0,0,1,17,2.89,4.913,15
"1670176",0,0,0,1,0,0,0,1,30,9,27,12.46875
"1670190",0,0,0,1,0,0,0,1,8,0.64,0.512,12.46875
"1670191",1,0,0,1,0,0,0,1,6,0.36,0.216,14.25
"1670197",1,0,1,0,0,0,0,1,15.5,2.4025,3.723875,10.925
"1670205",0,0,0,1,0,0,0,1,9,0.81,0.729,16.74375
"1670232",1,1,0,0,0,0,0,1,3,0.09,0.027,16.125
"1670247",1,0,0,1,0,0,0,1,26,6.76,17.576,6.4125
"1670248",1,0,1,0,0,0,0,1,28,7.84,21.952,10.6882125
"1670262",0,0,0,1,0,0,0,1,15,2.25,3.375,7.48125
"1670263",0,0,0,1,0,0,0,1,9,0.81,0.729,7.125
"1670270",1,0,0,1,0,0,0,1,11,1.21,1.331,9.5
"1670281",1,0,1,0,0,0,0,1,7.5,0.5625,0.421875,39.0857142857143
"1670282",0,0,1,0,0,0,0,1,7,0.49,0.343,8.9775
"1670301",0,0,0,1,0,0,0,1,11,1.21,1.331,9.01216216216216
"1670309",0,0,1,0,0,0,0,1,19.5,3.8025,7.414875,7.125
"1670335",0,0,0,1,0,0,0,1,20,4,8,9
"1670368",0,0,0,1,0,0,0,1,29,8.41,24.389,12.2142857142857
"1670369",0,0,0,1,0,0,0,1,29,8.41,24.389,12.825
"1670376",1,0,0,1,0,0,0,1,9,0.81,0.729,4.5
"1670382",1,0,0,1,0,0,0,1,9,0.81,0.729,15.31875
"1670384",1,1,0,0,0,0,0,1,15,2.25,3.375,29.2125
"1670385",0,0,1,0,0,0,0,1,27.5,7.5625,20.796875,16.125
"1670394",0,0,1,0,0,0,0,1,16,2.56,4.096,17.8125
"1670398",0,0,0,1,0,0,0,1,13,1.69,2.197,9.75
"1670399",1,0,0,1,0,0,0,1,9,0.81,0.729,14.25
"1670405",1,0,1,0,0,0,0,1,13.5,1.8225,2.460375,12.1125
"1670417",1,0,0,1,0,0,0,1,15,2.25,3.375,15.675
"1670425",0,0,0,1,0,0,0,1,13,1.69,2.197,17.8125
"1670462",0,1,0,0,0,0,0,1,2,0.04,0.008,45.6
"1670465",0,1,0,0,0,0,0,1,14,1.96,2.744,24.9375
"1670495",0,1,0,0,0,0,0,1,22,4.84,10.648,9.975
"1670518",1,0,1,0,0,0,0,1,31,9.61,29.791,16.03125
"1670532",1,1,0,0,0,0,0,1,14,1.96,2.744,20.30625
"1670541",0,1,0,0,0,0,0,1,18,3.24,5.832,13.18125
"1670553",1,1,0,0,0,0,0,1,4,0.16,0.064,26.0571428571429
"1670561",0,0,1,0,0,0,0,1,27.5,7.5625,20.796875,20.1875
"1670582",1,0,1,0,0,0,0,1,6.5,0.4225,0.274625,6.84
"1670590",0,1,0,0,0,0,0,1,15,2.25,3.375,6.4125
"1670618",1,0,0,1,0,0,0,1,7,0.49,0.343,5.550375
"1670642",1,0,1,0,0,0,0,1,29.5,8.7025,25.672375,13.18125
"1670648",0,0,0,1,0,0,0,1,9,0.81,0.729,8.5215
"1670655",1,0,1,0,0,0,0,1,14.5,2.1025,3.048625,10.575
"1670657",0,0,1,0,0,0,0,1,23,5.29,12.167,67.6875
"1670661",0,0,0,1,0,0,0,1,21,4.41,9.261,13.0285714285714
"1670662",1,0,1,0,0,0,0,1,13,1.69,2.197,16.03125
"1670666",1,1,0,0,0,0,0,1,23,5.29,12.167,11.0833333333333
"1670668",0,0,0,1,0,0,0,1,32,10.24,32.768,17.1
"1670682",0,0,1,0,0,0,0,1,11.5,1.3225,1.520875,19
"1670699",0,0,0,1,0,0,0,1,13,1.69,2.197,17.8125
"1670706",1,1,0,0,0,0,0,1,10,1,1,35.625
"1670713",0,1,0,0,0,0,0,1,23,5.29,12.167,71.25
"1670715",1,1,0,0,0,0,0,1,3,0.09,0.027,8.22115384615384
"1670716",0,1,0,0,0,0,0,1,13,1.69,2.197,17.45625
"1670718",0,1,0,0,0,0,0,1,9,0.81,0.729,18.525
"1670719",1,1,0,0,0,0,0,1,3,0.09,0.027,12.825
"1670720",0,1,0,0,0,0,0,1,3,0.09,0.027,24.58125
"1670736",0,1,0,0,0,0,0,1,2,0.04,0.008,1.425
"1670748",0,0,1,0,0,0,0,1,8,0.64,0.512,18.1363636363636
"1670750",0,1,0,0,0,0,0,1,6,0.36,0.216,24.9375
"1670762",0,1,0,0,0,0,0,1,4,0.16,0.064,15.2678571428571
"1670764",1,1,0,0,0,0,0,1,2,0.04,0.008,7.94711538461538
"1670771",0,0,1,0,0,0,0,1,33.5,11.2225,37.595375,23.86875
"1670780",0,1,0,0,0,0,0,1,4,0.16,0.064,14.25
"1670784",0,0,1,0,0,0,0,1,18.5,3.4225,6.331625,16.03125
"1670793",1,0,0,1,0,0,0,1,30,9,27,25.65
"1670794",1,0,0,1,0,0,0,1,31,9.61,29.791,25.6507125
"1670803",0,1,0,0,0,0,0,1,7,0.49,0.343,24.9375
"1670807",0,1,0,0,0,0,0,1,31,9.61,29.791,14.25
"1670834",0,0,1,0,0,0,0,1,4.5,0.2025,0.091125,26.71875
"1670835",0,1,0,0,0,0,0,1,3,0.09,0.027,12.646875
"1670839",1,1,0,0,0,0,0,1,2,0.04,0.008,8.42923125
"1670846",0,0,0,1,0,0,0,1,33,10.89,35.937,28.5
"1670847",0,0,1,0,0,0,0,1,6.5,0.4225,0.274625,18.525
"1670851",1,0,0,1,0,0,0,1,34,11.56,39.304,6.4125
"1670854",0,1,0,0,0,0,0,1,11,1.21,1.331,17.3310810810811
"1670856",0,0,1,0,0,0,0,1,11,1.21,1.331,23.15625
"1670886",0,0,0,1,0,0,0,1,18,3.24,5.832,14.25
"1670887",0,0,1,0,0,0,0,1,13.5,1.8225,2.460375,16.03125
"1670905",0,1,0,0,0,0,0,1,11,1.21,1.331,9.77142857142857
"1670928",0,0,0,1,0,0,0,1,6,0.36,0.216,11.4
"1670980",1,1,0,0,0,0,0,1,22,4.84,10.648,11.5425
"1670988",0,1,0,0,0,0,0,1,11,1.21,1.331,31.0333333333333
"1670989",0,0,1,0,0,0,0,1,14,1.96,2.744,21.1375
"1670990",1,0,1,0,0,0,0,1,12,1.44,1.728,11.75625
"1670991",0,1,0,0,0,0,0,1,11,1.21,1.331,43.8461538461538
"1670996",1,1,0,0,0,0,0,1,4,0.16,0.064,26.4642857142857
"1670997",0,1,0,0,0,0,0,1,27,7.29,19.683,88.35
"1670998",0,0,1,0,0,0,0,1,22,4.84,10.648,24.58125
"1671003",0,1,0,0,0,0,0,1,5,0.25,0.125,19.95
"1671004",0,1,0,0,0,0,0,1,7,0.49,0.343,19.95
"1671015",1,1,0,0,0,0,0,1,7,0.49,0.343,42.75
"1671021",0,1,0,0,0,0,0,1,5,0.25,0.125,42.75
"1671024",1,1,0,0,0,0,0,1,2,0.04,0.008,57
"1671025",1,0,0,1,0,0,0,1,31,9.61,29.791,7.6
"1671028",1,1,0,0,0,0,0,1,7,0.49,0.343,22.8
"1671029",1,1,0,0,0,0,0,1,6,0.36,0.216,14.25
"1671034",0,1,0,0,0,0,0,1,2,0.04,0.008,7.91666666666667
"1671038",0,1,0,0,0,0,0,1,27,7.29,19.683,28.5
"1671039",0,1,0,0,0,0,0,1,2,0.04,0.008,7.125
"1671040",0,1,0,0,0,0,0,1,3,0.09,0.027,21.375
"1671041",0,1,0,0,0,0,0,1,2,0.04,0.008,20.1875
"1671044",1,1,0,0,0,0,0,1,10,1,1,90.25
"1671050",0,1,0,0,0,0,0,1,8,0.64,0.512,24.9375
"1671052",1,1,0,0,0,0,0,1,3,0.09,0.027,17.8125
"1671056",0,1,0,0,0,0,0,1,12,1.44,1.728,20.52
"1671076",1,0,0,1,0,0,0,1,11,1.21,1.331,5.36410714285714
"1671080",0,1,0,0,0,0,0,1,4,0.16,0.064,30.0833333333333
"1671121",0,1,0,0,0,0,0,1,27,7.29,19.683,35.625
"1671133",0,0,0,1,0,0,0,1,35,12.25,42.875,25.65
"1671147",0,1,0,0,0,0,0,1,14,1.96,2.744,16.03125
"1671148",1,1,0,0,0,0,0,1,3,0.09,0.027,12.7028571428571
"1671164",1,1,0,0,0,0,0,1,2,0.04,0.008,15.8333333333333
"1671198",1,1,0,0,0,0,0,1,2,0.04,0.008,21.375
"1671199",0,0,1,0,0,0,0,1,8,0.64,0.512,9.2625
"1671208",0,1,0,0,0,0,0,1,3,0.09,0.027,22.8
"1671209",1,1,0,0,0,0,0,1,3,0.09,0.027,27.14874375
"1671214",0,0,0,1,0,0,0,1,31,9.61,29.791,2.77297297297297
"1671218",0,1,0,0,0,0,0,1,2,0.04,0.008,21.375
"1671219",1,1,0,0,0,0,0,1,2,0.04,0.008,11.4
"1671222",0,0,0,1,0,0,0,1,8,0.64,0.512,12.9545454545455
"1671225",1,1,0,0,0,0,0,1,6,0.36,0.216,18.88125
"1671226",0,0,1,0,0,0,0,1,10,1,1,26.71875
"1671231",0,1,0,0,0,0,0,1,15,2.25,3.375,12.2142857142857
"1671257",0,1,0,0,0,0,0,1,9,0.81,0.729,23.15625
"1671299",1,0,1,0,0,0,0,1,20,4,8,9.36428571428572
"1671306",0,0,1,0,0,0,0,1,13,1.69,2.197,8.55
"1671307",1,0,0,1,0,0,0,1,23,5.29,12.167,3.25714285714286
"1671309",0,0,1,0,0,0,0,1,19.5,3.8025,7.414875,14.7146739130435
"1671316",1,0,0,1,0,0,0,1,12,1.44,1.728,17.8125
"1671324",1,1,0,0,0,0,0,1,4,0.16,0.064,10.6875
"1671325",0,0,0,1,0,0,0,1,11,1.21,1.331,14.25
"1671326",1,0,0,1,0,0,0,1,24,5.76,13.824,17.8125
"1671329",0,0,1,0,0,0,0,1,33.5,11.2225,37.595375,21.375
"1671351",0,0,0,1,0,0,0,1,28,7.84,21.952,16.1931818181818
"1671387",0,1,0,0,0,0,0,1,23,5.29,12.167,19.82175
"1671408",0,0,0,1,0,0,0,1,22,4.84,10.648,10.6875
"1671416",1,1,0,0,0,0,0,1,11,1.21,1.331,17.8125
"1671420",0,0,0,1,0,0,0,1,8,0.64,0.512,8.90625
"1671427",0,0,0,1,0,0,0,1,16,2.56,4.096,14.9625
"1671428",1,1,0,0,0,0,0,1,11,1.21,1.331,15.675
"1671442",0,0,1,0,0,0,0,1,10.5,1.1025,1.157625,7.125
"1671531",1,0,1,0,0,0,0,1,7.5,0.5625,0.421875,8.90625
"1671532",0,1,0,0,0,0,0,1,2,0.04,0.008,14.25
"1671546",1,0,1,0,0,0,0,1,13.5,1.8225,2.460375,8.90625
"1671547",0,0,1,0,0,0,0,1,8.5,0.7225,0.614125,8.90625
"1671579",0,0,0,1,0,0,0,1,25,6.25,15.625,17.8125
"1671605",0,0,0,1,0,0,0,1,25,6.25,15.625,17.990625
"1671613",0,0,0,1,0,0,0,1,6,0.36,0.216,4.275
"1671637",0,0,0,1,0,0,0,1,25,6.25,15.625,7.81418181818182
"1671646",1,0,0,1,0,0,0,1,18,3.24,5.832,21.375
"1671657",0,1,0,0,0,0,0,1,6,0.36,0.216,22.8
"1671659",0,1,0,0,0,0,0,1,31,9.61,29.791,18.81
"1671685",1,1,0,0,0,0,0,1,4,0.16,0.064,14.9625
"1671686",0,0,0,1,0,0,0,1,7,0.49,0.343,8.90625
"1671687",0,0,0,1,0,0,0,1,10,1,1,5.7
"1671688",0,1,0,0,0,0,0,1,8,0.64,0.512,22.0227272727273
"1671690",0,1,0,0,0,0,0,1,3,0.09,0.027,9.5
"1671693",1,0,0,1,0,0,0,1,28,7.84,21.952,1.1875
"1671702",0,0,1,0,0,0,0,1,14.5,2.1025,3.048625,17.8125
"1671715",0,1,0,0,0,0,0,1,5,0.25,0.125,71.25
"1671732",0,0,0,1,0,0,0,1,11,1.21,1.331,22.9583333333333
"1671733",1,0,1,0,0,0,0,1,8,0.64,0.512,21.375
"1671748",1,1,0,0,0,0,0,1,11,1.21,1.331,14.9625
"1671769",1,1,0,0,0,0,0,1,24,5.76,13.824,23.15625
"1671771",1,0,1,0,0,0,0,1,7,0.49,0.343,10.125
"1671780",0,0,0,1,0,0,0,1,23,5.29,12.167,7.695
"1671796",1,1,0,0,0,0,0,1,11,1.21,1.331,14.25
"1671797",0,0,1,0,0,0,0,1,4.5,0.2025,0.091125,17.8125
"1671804",0,0,0,1,0,0,0,1,29,8.41,24.389,2.77297297297297
"1671805",0,1,0,0,0,0,0,1,16,2.56,4.096,4.20836029411765
"1671811",1,1,0,0,0,0,0,1,5,0.25,0.125,16.03125
"1671815",1,0,1,0,0,0,0,1,16.5,2.7225,4.492125,24.9375
"1671816",1,0,1,0,0,0,0,1,5,0.25,0.125,12.46875
"1671817",0,0,1,0,0,0,0,1,16,2.56,4.096,7.125
"1671819",1,0,1,0,0,0,0,1,6,0.36,0.216,8.55
"1671823",0,0,0,1,0,0,0,1,7,0.49,0.343,12.46875
"1671826",0,1,0,0,0,0,0,1,4,0.16,0.064,28.5
"1671828",0,1,0,0,0,0,0,1,9,0.81,0.729,11.04375
